Code|RUES|"Service des Impôts des Particuliers
(SIP)"|Secteur d'assiette (SA)|Trésorerie|Service des Impôts des Entreprises (SIE)|Pôle enregis-trement (PE)|"Service de Publicité Foncière 
(SPF) "|||||||
3304|FILHOL (RUE)|TNO|4|0064|TNO|TO3|TO1|||||||
3308|FINES (RUE)|TSO|2|0029|TMI|TO3|TO2|||||||
3312|FINISTERE (RUE DU)|B|2|0092|B|TO3|TO1|||||||
3314|FIRMIN BOUISSET (ALL)|TNO|4|0064|TNO|TO3|TO1|||||||
3315|FIRMIN BOISSIN (RUE)|TSE|4|0028|TR|TO3|TO1|||||||
3316|FIRMIN LARROQUE (RUE)|B|2|0092|B|TO3|TO1|||||||
3317|FIRMIN PONS (RPT)|TO|1|0018|TMI|TO3|TO2|||||||
3320|FIRMIS (CHEM DE)|TSE|4|0028|TR|TO3|TO1|||||||
3322|FLAMANTS (RUE DES)|TR|2|0065|TR|TO3|TO1|||||||
3324|FLAMBERE (CHEM DE LA)|TO|4|0018|TMI|TO3|TO2|||||||
3328|FLAMBERE (IMP DE LA)|TO|4|0018|TMI|TO3|TO2|||||||
3332|FLANDRES (RUE DES)|TN|2|0063|TN|TO3|TO1|||||||
3336|FLEURANCE (RUE DE)|TR|3|0065|TR|TO3|TO1|||||||
3340|FLEURS (RUE DES)|TC|3|0027|TC|TO3|TO1|||||||
3344|FLEURY (RUE DE)|B|2|0092|B|TO3|TO1|||||||
3345|FLORA TRISTAN (RUE)|B|2|0092|B|TO3|TO1|||||||
3345|FLORA TRISTAN (RUE)|B|2|0092|B|TO3|TO1|||||||
3346|FLORENCE ARTHAUD (BOULEVARD)|B|2|0092|B|TO3|TO1|||||||
3348|FLORIAN (RUE)|TN|3|0063|TN|TO3|TO1|||||||
3352|FLOU DE RIOUS (CHEM DE)|TR|2|0065|TR|TO3|TO1|||||||
3356|FOIX (RUE DE)|B|2|0092|B|TO3|TO1|||||||
3360|FONDERIE (RUE DE LA)|TC|1|0027|TC|TO3|TO1|||||||
3364|FONDEVILLE (RUE DE)|TR|2|0065|TR|TO3|TO1|||||||
3368|FONDEYRE (AVE DE)|TNO|2|0064|TNO|TO3|TO1|||||||
3369|FONDEYRE (CHEM DE)|TNO|3|0064|TNO|TO3|TO1|||||||
3372|FONTAINE BEARNAISE (RUE)|TSE|2|0028|TR|TO3|TO1|||||||
3376|FONTAINEBLEAU (RUE DE)|TSE|3|0028|TR|TO3|TO1|||||||
3380|FONTAINES (RUE DES) (91 à la fin et 110 à la fin)|TO|3|0018|TMI|TO3|TO2|||||||
3380|FONTAINES (RUE DES) (1 à 89 et 2 à 108)|TSO|2|0029|TMI|TO3|TO2|||||||
3381|FONTAINE LESTANG (PLACE)|TSO|2|0029|TMI|TO3|TO2|||||||
3384|FONTANELLES (CHEM DES)|B|2|0092|B|TO3|TO1|||||||
3388|FONTENAY (RUE)|B|2|0092|B|TO3|TO1|||||||
3392|FONTENELLE (RUE)|TSE|2|0028|TR|TO3|TO1|||||||
3396|FORAIN F. VERDIER (ALL)|TC|3|0027|TC|TO3|TO1|||||||
3400|FOREZ (ALL DU)|TO|4|0018|TMI|TO3|TO2|||||||
3402|FORTUNAT (IMP)|B|2|0092|B|TO3|TO1|||||||
3403|FORTUNE GASPAROTTO (RUE)|TN|2|0063|TN|TO3|TO1|||||||
3404|FOUGERES (RUE DES)|B|2|0092|B|TO3|TO1|||||||
3406|FOULQUES (ALL DES)|TNO|3|0064|TNO|TO3|TO1|||||||
3410|FOUQUE (IMP)|TSE|2|0028|TR|TO3|TO1|||||||
3411|FOUQUE (RUE)|TSE|2|0028|TR|TO3|TO1|||||||
3416|FOURBASTARD (RUE DU)|TC|1|0027|TC|TO3|TO1|||||||
3420|FOURCADE (RUE)|TSO|2|0029|TMI|TO3|TO2|||||||
3424|FOURCARAN (IMP)|TN|2|0063|TN|TO3|TO1|||||||
3428|FOURMI (RUE DE LA)|TNO|4|0064|TNO|TO3|TO1|||||||
3430|FOURQUEVAUX (RUE)|TSE|2|0028|TR|TO3|TO1|||||||
3435|FOURTOU (PASS DU)|TO|3|0018|TMI|TO3|TO2|||||||
3436|FOURTOU (CHEM DU)|TO|3|0018|TMI|TO3|TO2|||||||
3442|FOYER TOULOUSAIN (IMP)|TO|4|0018|TMI|TO3|TO2|||||||
3444|FOYER TOULOUSAIN (RUE DU)|TO|4|0018|TMI|TO3|TO2|||||||
3452|FRANC (RUE)|TC|3|0027|TC|TO3|TO1|||||||
3453|FRANCAIS D'AFRIQUE DU NORD (ESPLANADE DES)|TC|001|0027|TC|TO3|TO1|||||||
3455|FRANCAISE (RUE)|TSE|2|0028|TR|TO3|TO1|||||||
3460|FRANCHE COMTE (RUE DE LA)|TSE|4|0028|TR|TO3|TO1|||||||
3461|FRANCIS CAMBOU (RPT )|TSE|3|0028|TR|TO3|TO1|||||||
3463|FRANCIS LOPEZ (RUE)|B|2|0092|B|TO3|TO1|||||||
3464|FRANCIS DE PRESSENSE (AVE)|TO|4|0018|TMI|TO3|TO2|||||||
3465|FRANCIS POULENC (CHEM)|TSO|2|0029|TMI|TO3|TO2|||||||
3466|FRANCISCO GOYA (CHEM)|TSO|2|0029|TMI|TO3|TO2|||||||
3468|FRANCISQUE SARCEY (IMP)|TNO|1|0064|TNO|TO3|TO1|||||||
3472|FRANCISQUE SARCEY (RUE)|TNO|1|0064|TNO|TO3|TO1|||||||
3475|FRANCOIS MAURIAC (CHEM)|TSO|2|0029|TMI|TO3|TO2|||||||
3476|FRANCOIS (RUE)|B|2|0092|B|TO3|TO1|||||||
3480|FRANCOIS AUBRY (RUE)|B|2|0092|B|TO3|TO1|||||||
3484|FRANCOIS AYRAL (IMP)|B|2|0092|B|TO3|TO1|||||||
3488|JEAN PIERRE BLANCHARD (IMP)|TC|1|0027|TC|TO3|TO1|||||||
3492|JEAN PIERRE BLANCHARD (RUE)|TC|1|0027|TC|TO3|TO1|||||||
3495|FRANCOIS BOUTARIC (IMP)|B|2|0092|B|TO3|TO1|||||||
3496|FRANCOIS BOUSQUET (RUE)|B|2|0092|B|TO3|TO1|||||||
3500|FRANCOIS COPPEE (RUE)|TR|1|0065|TR|TO3|TO1|||||||
3504|FRANCOIS COUPERIN (RUE)|TNO|2|0064|TNO|TO3|TO1|||||||
3505|FRANCOIS DEVEZE (PLACE)|TO|3|0018|TMI|TO3|TO2|||||||
3506|FRANCOIS FOULQUIER (IMP)|TSO|2|0029|TMI|TO3|TO2|||||||
3507|FRANCOIS GALABERT (RUE)|B|2|0092|B|TO3|TO1|||||||
3508|FRANCOIS GIRARDON (RUE)|TNO|2|0064|TNO|TO3|TO1|||||||
3510|FRANCOIS GORDNER (IMP)|TO|3|0018|TMI|TO3|TO2|||||||
3516|FRANCOIS LACHAMBRE (RUE)|B|2|0092|B|TO3|TO1|||||||
3520|FRANCOIS LIEUX (RUE)|TSE|1|0028|TR|TO3|TO1|||||||
3522|FRANCOIS LUCAS (IMP)|TO|3|0018|TMI|TO3|TO2|||||||
3523|FRANCOIS LUCAS (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
3524|FRANCOIS LONGAUD (RUE)|TC|1|0027|TC|TO3|TO1|||||||
3526|FRANCOIS MAGENDIE (RUE)|TC|1|0027|TC|TO3|TO1|||||||
3528|FRANCOIS MANSARD (RUE)|B|2|0092|B|TO3|TO1|||||||
3529|FRANCOIS MITTERAND (SQUARE)|B|2|0092|B|TO3|TO1|||||||
3531|FRANCOIS MITTERAND (ESPL)|TC|3|0027|TC|TO3|TO1|||||||
3532|FRANCOIS OULIE (RUE)|B|2|0092|B|TO3|TO1|||||||
3536|FRANCOIS RAUZY (RUE)|TNO|4|0064|TNO|TO3|TO1|||||||
3540|FRANCOIS RICARDIE (RUE)|TSO|2|0029|TMI|TO3|TO2|||||||
3541|FRANCOISE DOLTO (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
3542|FRANCOISE GIROUD (RUE)|TO|2|0018|TMI|TO3|TO2|||||||
3543|FRANCOIS VILLON (RUE)|TN|3|0063|TN|TO3|TO1|||||||
3544|FRANCOIS RUDE (IMP)|TC|3|0027|TC|TO3|TO1|||||||
3545|FRANCOIS TRESSERRE (IMP)|TO|3|0018|TMI|TO3|TO2|||||||
3547|PARVIS F. HEBRARD DE VEYRINAS|TC|3|0027|TC|TO3|TO1|||||||
3548|FRANKLIN (RUE)|TNO|2|0064|TNO|TO3|TO1|||||||
3549|FRANCOISE D'EAUBONNE (RUE)|B|2|0092|B|TO3|TO1|||||||
3550|FRANTZ SCHRADER (IMP)|TSE|4|0028|TR|TO3|TO1|||||||
3552|FRANZ SCHUBERT (RUE)|TNO|2|0064|TNO|TO3|TO1|||||||
3556|FRATERNITE (RUE DE LA)|B|2|0092|B|TO3|TO1|||||||
3560|FRAYSSINET (RUE)|B|2|0092|B|TO3|TO1|||||||
3564|FREDEAU (RUE)|TSE|1|0028|TR|TO3|TO1|||||||
3568|FREDERIC BERAT (RUE)|TN|3|0063|TN|TO3|TO1|||||||
3572|FREDERIC CHOPIN (RUE)|B|2|0092|B|TO3|TO1|||||||
3576|FREDERIC ESTEBE (AVE)|TN|1|0063|TN|TO3|TO1|||||||
3580|FREDERIC JEAN BABY (RUE)|B|2|0092|B|TO3|TO1|||||||
3584|FREDERIC MISTRAL (ALL)|TR|3|0065|TR|TO3|TO1|||||||
3588|FREDERIC PETIT (RUE)|B|2|0092|B|TO3|TO1|||||||
3592|FREJUS (RUE DE)|TR|2|0065|TR|TO3|TO1|||||||
3593|FRANCAIS LIBRES (RPT)|TR|3|0065|TR|TO3|TO1|||||||
3600|FRENES (RUE DES)|TR|4|0065|TR|TO3|TO1|||||||
3602|FRERES BOUDE (RUE DES)|TSO|2|0029|TMI|TO3|TO2|||||||
3604|FRERES LION (RUE DES)|TC|3|0027|TC|TO3|TO1|||||||
3605|FRIDA KAHLO (RUE)|TN|3|0063|TN|TO3|TO1|||||||
3608|FRIZAC (AVE)|TR|3|0065|TR|TO3|TO1|||||||
3612|FROIDETERRE (RUE)|B|2|0092|B|TO3|TO1|||||||
3616|FRONDE (CHEM DE LA)|TO|3|0018|TMI|TO3|TO2|||||||
3620|FRONTON (AVE DE)|TN|3|0063|TN|TO3|TO1|||||||
3624|FRONTON (IMP DE)|TN|3|0063|TN|TO3|TO1|||||||
3628|FURET (CHEM DU)|B|2|0092|B|TO3|TO1|||||||
3632|FURGOLE (RUE)|TC|3|0027|TC|TO3|TO1|||||||
3636|FUSAINS (RUE DES)|TR|2|0065|TR|TO3|TO1|||||||
3640|FUTAIE (RUE DE LA)|B|2|0092|B|TO3|TO1|||||||
3644|GABARDIE (CHEM DE)|B|2|0092|B|TO3|TO1|||||||
3648|GABRIEL BIENES (ALL)|TSO|2|0029|TMI|TO3|TO1|||||||
3650|GABRIELLE DE COIGNARD (ALL)|TO|3|0018|TMI|TO3|TO2|||||||
3652|GABRIEL KOENIGS (BLD) (Impairs)|TO|3|0018|TMI|TO3|TO2|||||||
3652|GABRIEL KOENIGS (BLD) (Pairs)|TSO|2|0029|TMI|TO3|TO2|||||||
3656|GABRIEL LIPPMANN (IMP)|B|2|0092|B|TO3|TO1|||||||
3658|GABRIEL MARTY (RPT)|TNO|1|0064|TNO|TO3|TO1|||||||
3660|GABRIEL PERI (RUE)|TC|3|0027|TC|TO3|TO1|||||||
3664|GAIETE (RUE DE LA)|TSE|2|0028|TR|TO3|TO1|||||||
3668|GAILLAC (RUE DE)|B|2|0092|B|TO3|TO1|||||||
3672|GAILLARDIE (CHEM DE)|TO|3|0018|TMI|TO3|TO2|||||||
3676|GAIS PINSONS (RUE DES)|TO|4|0018|TMI|TO3|TO2|||||||
3680|GALIBIER (RUE DU)|TSE|2|0028|TR|TO3|TO1|||||||
3684|GALILEE (RUE)|B|2|0092|B|TO3|TO1|||||||
3688|GALLOIS (RUE DES)|TC|1|0027|TC|TO3|TO1|||||||
3692|GAMBETTA (RUE)|TNO|1|0064|TNO|TO3|TO1|||||||
3696|GAMELSY (RUE)|TSO|2|0029|TMI|TO3|TO2|||||||
3698|GAMEVILLE (AVE DE)|TSE|4|0028|TR|TO3|TO1|||||||
3699|GAMEVILLE (IMP DE )|TSE|4|0028|TR|TO3|TO1|||||||
3704|GAP (RUE DE)|B|2|0092|B|TO3|TO1|||||||
3716|GARD (RUE DU)|TO|2|0018|TMI|TO3|TO2|||||||
3720|GARDEIL (RUE)|TSE|2|0028|TR|TO3|TO1|||||||
3724|GARDENIAS (RUE DES)|TO|3|0018|TMI|TO3|TO2|||||||
3728|GARE (BLD DE LA) (8 à la fin et 9 à la fin)|B|2|0092|B|TO3|TO1|||||||
3728|GARE (BLD DE LA) (1 à 7 et 2 à 6)|TSE|1|0028|TR|TO3|TO1|||||||
3737|GARIBALDI (RUE)|TN|2|0063|TN|TO3|TO1|||||||
3738|GARIN (RUE DE)|TSE|4|0028|TR|TO3|TO1|||||||
3740|GARIPUY (RUE)|B|2|0092|B|TO3|TO1|||||||
3744|GARONNE (CHEM DE LA)|TNO|4|0064|TNO|TO3|TO1|||||||
3746|GARONNETTE (AVE DE LA)|TC|1|0027|TC|TO3|TO1|||||||
3748|GARRES (RUE)|B|2|0092|B|TO3|TO1|||||||
3752|GARRIC (CHEM DE)|TNO|2|0064|TNO|TO3|TO1|||||||
3756|GARRIGOU (RUE)|B|2|0092|B|TO3|TO1|||||||
3760|GASCOGNE (RUE DE)|TSO|2|0029|TMI|TO3|TO2|||||||
3764|GASTON BACHELARD (RUE)|B|2|0092|B|TO3|TO1|||||||
3767|GASTON EVRARD (RUE)|TSO|2|0029|TMI|TO3|TO2|||||||
3768|GASTON CAILLAVET (RUE)|B|2|0092|B|TO3|TO1|||||||
3769|PROFESSEUR GASTON DUPOUY (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
3770|GASTON GENIN (IMP)|TSE|3|0028|TR|TO3|TO1|||||||
3771|GASTON MONNERVILLE (IMP)|B|2|0092|B|TO3|TO1|||||||
3772|GASTON PHOEBUS (RUE)|TSO|2|0029|TMI|TO3|TO2|||||||
3773|GASTON PLANTE (IMP)|TN|4|0063|TN|TO3|TO1|||||||
3775|GASTON RAMON (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
3776|GASTON SALVAYRE (RUE)|TR|3|0065|TR|TO3|TO1|||||||
3780|GATIEN ARNOULT (RUE) (Pairs)|TC|3|0027|TC|TO3|TO1|||||||
3780|GATIEN ARNOULT (RUE) (Impairs)|TNO|1|0064|TNO|TO3|TO1|||||||
3784|GAUTHIER (RUE)|TSE|1|0028|TR|TO3|TO1|||||||
3788|GAVARNIE (RUE DE)|TSE|1|0028|TR|TO3|TO1|||||||
3792|GAY LUSSAC (RUE)|TSO|2|0029|TMI|TO3|TO2|||||||
3794|GAY SABER (IMP DU)|TO|3|0018|TMI|TO3|TO2|||||||
3795|GAYE MARIE (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
3795|GAYE MARIE (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
3796|GAZAGNE (RUE)|TSO|2|0029|TMI|TO3|TO2|||||||
3800|GAZAN (RUE)|B|2|0092|B|TO3|TO1|||||||
3801|GENERAL AMEDEE GEZE (RUE DU)|B|2|0092|B|TO3|TO1|||||||
3802|GENERAL CHANZY (RUE DU)|TNO|4|0064|TNO|TO3|TO1|||||||
3803|GENERAL ALBERT D'AMADE (IMP)|B|2|0092|B|TO3|TO1|||||||
3804|GELIBERT (RUE)|TNO|4|0064|TNO|TO3|TO1|||||||
3805|GENERAL AUBUGEOIS (RUE DU)|TR|2|0065|TR|TO3|TO1|||||||
3806|GEMBLOUX (RUE)|B|2|0092|B|TO3|TO1|||||||
3807|GENERAL D'AMADE (RUE)|B|2|0092|B|TO3|TO1|||||||
3808|GENERAL BARBOT (AVE DU)|TNO|4|0064|TNO|TO3|TO1|||||||
3809|GENERAL BAUROT (RUE DU)|B|2|0092|B|TO3|TO1|||||||
3810|GENERAL BARES (RUE DU)|TR|4|0065|TR|TO3|TO1|||||||
3811|GENERAL BAUROT (IMP)|B|2|0092|B|TO3|TO1|||||||
3812|GENERAL BOURBAKI (RUE DU)|TNO|4|0064|TNO|TO3|TO1|||||||
3813|GENERAL PELET (RUE)|B|2|0092|B|TO3|TO1|||||||
3814|GENERAL DE CASTELNAU (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
3815|GENERAL DARRICAU (IMP)|B|2|0092|B|TO3|TO1|||||||
3816|GENERAL DE CROUTTE (AVE)|TO|3|0018|TMI|TO3|TO2|||||||
3817|GENERAL DE MONSABERT (AVE)|TO|1|0018|TMI|TO3|TO2|||||||
3818|GENERAL EISENHOWER (AVE)|TO|1|0018|TMI|TO3|TO2|||||||
3819|GENERAL HARISPE (IMP)|B|2|0092|B|TO3|TO1|||||||
3820|GENERAL FERRIE (RUE DU)|B|2|0092|B|TO3|TO1|||||||
3821|GENERAL GIRAUD (RUE)|B|2|0092|B|TO3|TO1|||||||
3822|GENERAL HOCHE (RUE DU)|TNO|4|0064|TNO|TO3|TO1|||||||
3823|GENERAL TRANIE (RUE DU)|TN|2|0063|TN|TO3|TO1|||||||
3824|GENETS (RUE DES)|B|2|0092|B|TO3|TO1|||||||
3825|GENERAL ANTOINE BETHOUART (IMP)|B|2|0092|B|TO3|TO1|||||||
3826|GENERAL JOSEPH GUILLAUT (PLACE)|TO|4|0018|TMI|TO3|TO2|||||||
3827|GENERAL EISENHOWER (RPT)|TO|3|0018|TMI|TO3|TO2|||||||
3828|GENEVE (BLD DE) |TNO|2|0064|TNO|TO3|TO1|||||||
3829|GENERAL FAIDHERBE (RUE DU)|TNO|4|0064|TNO|TO3|TO1|||||||
3830|GENEVRIERS (RUE DES)|TR|4|0065|TR|TO3|TO1|||||||
3831|GENERAL POTTIER (RPT DU)|TSO|2|0029|TMI|TO3|TO2|||||||
3833|GEN CHARLES FRANC DUGUA (CHEM DU)|TR|2|0065|TR|TO3|TO1|||||||
3835|GENTIANES (CHEM. DES)|TO|3|0018|TMI|TO3|TO2|||||||
3836|GENTY MAGRE (RUE)|TC|1|0027|TC|TO3|TO1|||||||
3837|GEORGES ARMAND (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
3838|GEORGES BRASSENS (RUE)|TN|3|0063|TN|TO3|TO1|||||||
3839|GEORGES BRASSENS (IMP)|TN|3|0063|TN|TO3|TO1|||||||
3840|GEORGE SAND (RUE)|TR|1|0065|TR|TO3|TO1|||||||
3841|GEORGES BIDAULT (RUE)|TSE|3|0028|TR|TO3|TO1|||||||
3842|GEORGES BERNANOS (RUE)|TSO|2|0029|TMI|TO3|TO2|||||||
3843|GEORGES BRAQUE (IMP)|TSO|2|0029|TMI|TO3|TO2|||||||
3844|GEORGES BIZET (RUE)|B|2|0092|B|TO3|TO1|||||||
3845|GEORGES DAZET (IMP)|TSO|2|0029|TMI|TO3|TO2|||||||
3846|GEORGES BRAQUE (PASS)|TSO|2|0029|TMI|TO3|TO2|||||||
3847|GEORGES CASTEX (CHEM)|TN|4|0063|TN|TO3|TO1|||||||
3848|GEORGES CLEMENCEAU (RUE)|TR|1|0065|TR|TO3|TO1|||||||
3849|GEORGES DUHAMEL (PASS)|TSO|2|0029|TMI|TO3|TO2|||||||
3850|GEORGES COURTELINE (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
3851|GEORGES LABIT (RUE)|TR|1|0065|TR|TO3|TO1|||||||
3852|GEORGES MARCONI (RUE)|TSE|2|0028|TR|TO3|TO1|||||||
3853|GEORGES GUETARY (IMP)|B|2|0092|B|TO3|TO1|||||||
3854|GEORGES CANDILIS (RUE)|TSO|2|0029|TMI|TO3|TO2|||||||
3855|GEORGES MALGOUYRES (ESPACE)|B|2|0092|B|TO3|TO1|||||||
3856|GEORGES OHNET (RUE)|B|2|0092|B|TO3|TO1|||||||
3857|GEORGES CHARPAK (ALLEE)|TO|3|0018|TMI|TO3|TO2|||||||
3860|GEORGES PICOT (RUE)|TR|3|0065|TR|TO3|TO1|||||||
3861|GEORGES POMPIDOU (AVE)|B|2|0092|B|TO3|TO1|||||||
3862|GEORGES ROUAULT (RUE)|TSO|2|0029|TMI|TO3|TO2|||||||
3863|GEORGES THILL (PLACE)|TO|3|0018|TMI|TO3|TO2|||||||
3864|GEORGES VALLEREY (ESP)|TSO|2|0029|TMI|TO3|TO1|||||||
3865|GEORGES VEDEL (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
3866|GEORGES VIVENT (IMP)|TSO|2|0029|TMI|TO3|TO2|||||||
3867|GEORGIE (RUE DE LA)|B|2|0092|B|TO3|TO1|||||||
3868|GERANIUMS (RUE DES)|TR|2|0065|TR|TO3|TO1|||||||
3869|GERARD DE NERVAL (IMP)|B|2|0092|B|TO3|TO1|||||||
3872|GERMAIN PILON (RUE)|TR|2|0065|TR|TO3|TO1|||||||
3873|GERMAINE CHAUMEL (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
3874|GERMAINE DULAC (IMP)|B|2|0092|B|TO3|TO1|||||||
3875|GERMAINE RICHIER (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
3876|GERMINAL (RUE)|TC|1|0027|TC|TO3|TO1|||||||
3877|GERMAINE PEYROLES (RUE)|TSO|2|0029|TMI|TO3|TO2|||||||
3880|GERS (RUE DU)|TSE|2|0028|TR|TO3|TO1|||||||
3884|GESTES (RUE DES)|TNO|1|0064|TNO|TO3|TO1|||||||
3888|GIACOMO PUCCINI (RUE)|TNO|2|0064|TNO|TO3|TO1|||||||
3891|GILBERT CESBRON (RUE)|TSO|2|0029|TMI|TO3|TO2|||||||
3892|GILBERT GETTEN (RUE)|TSE|1|0028|TR|TO3|TO1|||||||
3893|TEBOUL GILBERT SAMUEL (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
3894|GILBERT PRIVAT (PLACE)|TSO|2|0029|TMI|TO3|TO2|||||||
3895|GILLES THAU (IMP)|B|2|0092|B|TO3|TO1|||||||
3896|GINESTOUS (CHEM DE)|TNO|2|0064|TNO|TO3|TO1|||||||
3897|GILLES DE GOISLARD DE MONSABERT (RUE)|TO|4|0018|TMI|TO3|TO2|||||||
3897|GILLES DE GOISLARD DE MONSABERT (RUE)|TO|004|0018|TMI|TO3|TO2|||||||
3900|GINESTOUS (IMP DE)|TNO|2|0064|TNO|TO3|TO1|||||||
3901|GIORDANO BRUNO ( PONT)|TR|4|0065|TR|TO3|TO1|||||||
3904|GIROFLEES (RUE DES)|B|2|0092|B|TO3|TO1|||||||
3908|GIRONDE (RUE DE LA)|TO|4|0018|TMI|TO3|TO2|||||||
3912|GIRONIS (RUE DE)|TSO|2|0029|TMI|TO3|TO2|||||||
3916|GIROUSSENS (RUE DE)|B|2|0092|B|TO3|TO1|||||||
3918|GINETTE NEVEU (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
3919|GILLES LE MAZUYER (PLACE)|TSO|2|0029|TMI|TO3|TO2|||||||
3920|GIUSEPPE VERDI (RUE)|TSE|1|0028|TR|TO3|TO1|||||||
3921|GIULIO CESARE VANINI (ESP)|TC|1|0027|TC|TO3|TO1|||||||
3922|GLACIERE (IMP)|TNO|2|0064|TNO|TO3|TO1|||||||
3923|GLACIERE (RUE DE LA)|TNO|3|0064|TNO|TO3|TO1|||||||
3924|GLACIERE (CHEM DE LA)|TNO|2|0064|TNO|TO3|TO1|||||||
3928|GLAIEULS (AVE DES)|TSE|2|0028|TR|TO3|TO1|||||||
3932|GLEYZES (RUE)|TNO|2|0064|TNO|TO3|TO1|||||||
3934|GLIERES (ESPACE DES)|TSO|2|0029|TMI|TO3|TO2|||||||
3935|GLIERES (IMP DES)|TSO|2|0029|TMI|TO3|TO2|||||||
3936|GLIERES (PLACE DES)|TSO|2|0029|TMI|TO3|TO2|||||||
3937|GLIERES (RUE DES)|TSO|2|0029|TMI|TO3|TO2|||||||
3940|GLOIRE (AVE DE LA)|B|2|0092|B|TO3|TO1|||||||
3944|GLYCINES (RUE DES)|B|2|0092|B|TO3|TO1|||||||
3948|GODOLIN (RUE)|TC|3|0027|TC|TO3|TO1|||||||
3950|GOELANDS (RUE DES)|TR|2|0065|TR|TO3|TO1|||||||
3952|GONGOUS (RUE DES)|B|2|0092|B|TO3|TO1|||||||
3956|GONZALES (RUE)|TR|1|0065|TR|TO3|TO1|||||||
3960|GORP (RUE DU)|TC|1|0027|TC|TO3|TO1|||||||
3964|GOUDOULI (RUE)|TR|3|0065|TR|TO3|TO1|||||||
3968|GRAMAT (RUE)|TNO|1|0064|TNO|TO3|TO1|||||||
3971|GRAMONT (IMP DE)|B|2|0092|B|TO3|TO1|||||||
3972|GRAMONT (CHEM DE)|B|2|0092|B|TO3|TO1|||||||
3976|GRAND RAMIER (AVE DU)|TSO|2|0029|TMI|TO3|TO1|||||||
3980|GRAND SELVE (ALL DE)|B|2|0092|B|TO3|TO1|||||||
3984|GRANDE BRETAGNE (AVE DE)  (52 à la fin)|TO|4|0018|TMI|TO3|TO2|||||||
3984|GRANDE BRETAGNE (AVE DE) (39 à la fin)|TO|4|0018|TMI|TO3|TO2|||||||
3984|GRANDE BRETAGNE (AVE DE) (1 à 37 et 2 à 50)|TSO|2|0029|TMI|TO3|TO2|||||||
3988|GRANDS BOULEVARDS (PASS)|TC|3|0027|TC|TO3|TO1|||||||
3992|GRANDS CHENES (ALL DES)|TR|4|0065|TR|TO3|TO1|||||||
3996|GRASSE (RUE DE)|TR|2|0065|TR|TO3|TO1|||||||
4000|GRAVETTE (RUE DE LA)|TSO|2|0029|TMI|TO3|TO2|||||||
4004|GRAVIERS (RUE DES)|TSO|2|0029|TMI|TO3|TO2|||||||
4008|GRECE (RUE DE)|TNO|4|0064|TNO|TO3|TO1|||||||
4012|GRENADE (RUE DE)|TO|4|0018|TMI|TO3|TO2|||||||
4016|GRENOBLE (RUE)|B|2|0092|B|TO3|TO1|||||||
4020|GRIFFOUL DORVAL (BLD)|TSE|2|0028|TR|TO3|TO1|||||||
4024|GRIFFOULET (RUE)|B|2|0092|B|TO3|TO1|||||||
4032|GROS (RUE)|B|2|0092|B|TO3|TO1|||||||
4034|GROUPE MORHANGE (AVE)|TO|2|0018|TMI|TO3|TO2|||||||
4035|GRUNEY (IMP)|B|2|0092|B|TO3|TO1|||||||
4036|GUILHERMY (CHEM DE)|TO|3|0018|TMI|TO3|TO2|||||||
4037|GUILHEM MOLINIER (PLACE)|TO|3|0018|TMI|TO3|TO2|||||||
4038|GUILLAUME APPOLINAIRE (CHEM)|TSO|2|0029|TMI|TO3|TO2|||||||
4039|GUILLAUME RIGAL (RUE)|B|2|0092|B|TO3|TO1|||||||
4040|GUILLAUME CAMMAS (RUE)|TSE|1|0028|TR|TO3|TO1|||||||
4041|GUILHEM MOLINIER (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
4042|GUILHERMY (IMP DE)|TO|3|0018|TMI|TO3|TO2|||||||
4043|GUILLY D'HERBEMONT (RUE)|TR|2|0065|TR|TO3|TO1|||||||
4044|GUILLAUME CATEL (RUE)|TSE|1|0028|TR|TO3|TO1|||||||
4045|GUILLAUME LAPEYRIES (RUE)|TSO|2|0029|TMI|TO3|TO2|||||||
4046|GUILLAUME ET JOSEPH BOUTON (CHEM)|TSO|2|0029|TMI|TO3|TO2|||||||
4048|GUILLAUME RIGAL (IMP)|B|2|0092|B|TO3|TO1|||||||
4049|GUILLAUME IBOS (RUE)|TN|3|0063|TN|TO3|TO1|||||||
4050|GUILLAUME IBOS (IMP)|TN|3|0063|TN|TO3|TO1|||||||
4052|GUILLEMIN TARAYRE (RUE)|TC|3|0027|TC|TO3|TO1|||||||
4056|GUIRAUD (IMP)|TSE|4|0028|TR|TO3|TO1|||||||
